0 ( 0.786821 , 0.25048 )
3509 ( 0.744852 , 0.507013 )
3510 ( 0.443691 , 0.433335 )
3511 ( 0.679557 , 0.0578862 )
3512 ( 0.580723 , 0.77784 )
3513 ( 0.131596 , 0.153625 )
3514 ( 0.615649 , 0.825892 )
3515 ( 0.628842 , 0.702203 )
3516 ( 0.870303 , 0.195144 )
3517 ( 0.0832519 , 0.587193 )
3518 ( 0.833205 , 0.279321 )
3519 ( 0.163534 , 0.156848 )
3520 ( 0.471721 , 0.268075 )
3521 ( 0.609757 , 0.797521 )
3522 ( 0.897723 , 0.0693669 )
3523 ( 0.901199 , 0.598775 )
3524 ( 0.105748 , 0.239892 )
3525 ( 0.774306 , 0.211454 )
3526 ( 0.631795 , 0.470142 )
3527 ( 0.0833143 , 0.601839 )
3528 ( 0.240511 , 0.60524 )
3529 ( 0.0264872 , 0.136524 )
3530 ( 0.453299 , 0.803959 )
3531 ( 0.605313 , 0.405764 )
3532 ( 0.79847 , 0.727337 )
3533 ( 0.0927406 , 0.761318 )
3534 ( 0.795504 , 0.0244311 )
3535 ( 0.869953 , 0.276486 )
3536 ( 0.555558 , 0.0456212 )
3537 ( 0.968235 , 0.557241 )
3538 ( 0.334979 , 0.686435 )
3539 ( 0.0901753 , 0.879028 )
3540 ( 0.601232 , 0.452498 )
3541 ( 0.945711 , 0.76357 )
3542 ( 0.957685 , 0.829338 )
3543 ( 0.76066 , 0.113064 )
3544 ( 0.0869628 , 0.594445 )
3545 ( 0.563467 , 0.724373 )
3546 ( 0.660954 , 0.143579 )
3547 ( 0.568938 , 0.973871 )
3548 ( 0.103339 , 0.631868 )
3549 ( 0.906159 , 0.0819063 )
3550 ( 0.150761 , 0.0240678 )
3551 ( 0.0513714 , 0.220619 )
3552 ( 0.370881 , 0.833263 )
3553 ( 0.57847 , 0.88372 )
3554 ( 0.108452 , 0.0110727 )
3555 ( 0.698799 , 0.227251 )
3556 ( 0.42404 , 0.2992 )
3557 ( 0.314155 , 0.904074 )
3558 ( 0.669897 , 0.415611 )
3559 ( 0.242501 , 0.962053 )
3560 ( 0.433595 , 0.514892 )
3561 ( 0.633679 , 0.594329 )
3562 ( 0.269989 , 0.704474 )
3563 ( 0.729258 , 0.520957 )
3564 ( 0.76735 , 0.991424 )
3565 ( 0.983415 , 0.813813 )
3566 ( 0.0231744 , 0.2924 )
3567 ( 0.00518605 , 0.140521 )
3568 ( 0.678498 , 0.574749 )
3569 ( 0.937282 , 0.956411 )
3570 ( 0.709729 , 0.146821 )
3571 ( 0.691326 , 0.954482 )
3572 ( 0.689156 , 0.554301 )
3573 ( 0.157979 , 0.3724 )
3574 ( 0.212703 , 0.950129 )
3575 ( 0.73824 , 0.672695 )
3576 ( 0.414136 , 0.59468 )
3577 ( 0.356935 , 0.566097 )
3578 ( 0.424727 , 0.206936 )
3579 ( 0.51835 , 0.448423 )
3580 ( 0.717038 , 0.793313 )
3581 ( 0.773315 , 0.627759 )
3582 ( 0.182172 , 0.379419 )
3583 ( 0.525957 , 0.399154 )
3584 ( 0.94016 , 0.769543 )
3585 ( 0.0569788 , 0.922901 )
3586 ( 0.861569 , 0.0676436 )
3587 ( 0.946546 , 0.0623779 )
3588 ( 0.757184 , 0.860799 )
3589 ( 0.257504 , 0.758819 )
3590 ( 0.989115 , 0.584929 )
3591 ( 0.468399 , 0.322288 )
3592 ( 0.89754 , 0.367767 )
3593 ( 0.8702 , 0.305126 )
3594 ( 0.338338 , 0.956 )
3595 ( 0.96011 , 0.21236 )
3596 ( 0.628899 , 0.304044 )
3597 ( 0.262908 , 0.41435 )
3598 ( 0.828771 , 0.0949637 )
3599 ( 0.631289 , 0.791318 )
3600 ( 0.265705 , 0.753624 )
3601 ( 0.0923834 , 0.237141 )
3602 ( 0.0638679 , 0.942508 )
3603 ( 0.503178 , 0.418232 )
3604 ( 0.63453 , 0.517401 )
3605 ( 0.975721 , 0.788423 )
3606 ( 0.777575 , 0.754088 )
3607 ( 0.213779 , 0.439631 )
3608 ( 0.000205405 , 0.364003 )
3609 ( 0.895844 , 0.581706 )
3610 ( 0.870792 , 0.770868 )
3611 ( 0.220172 , 0.804474 )
3612 ( 0.337141 , 0.75928 )
3613 ( 0.455272 , 0.230508 )
3614 ( 0.989019 , 0.978166 )
3615 ( 0.461295 , 0.514321 )
3616 ( 0.68293 , 0.0522041 )
3617 ( 0.961454 , 0.54434 )
3618 ( 0.737612 , 0.710232 )
3619 ( 0.204782 , 0.382386 )
3620 ( 0.744355 , 0.376194 )
3621 ( 0.430579 , 0.963351 )
3622 ( 0.091283 , 0.195618 )
3623 ( 0.180865 , 0.393867 )
3624 ( 0.284107 , 0.88855 )
3625 ( 0.891537 , 0.072642 )
3626 ( 0.300817 , 0.74552 )
3627 ( 0.0251065 , 0.0721688 )
3628 ( 0.342966 , 0.657109 )
3629 ( 0.953888 , 0.526425 )
3630 ( 0.322342 , 0.615012 )
3631 ( 0.886727 , 0.592756 )
3632 ( 0.938247 , 0.547454 )
3633 ( 0.91043 , 0.144692 )
3634 ( 0.0113078 , 0.582161 )
3635 ( 0.499337 , 0.522687 )
3636 ( 0.346238 , 0.096456 )
3637 ( 0.0322677 , 0.171674 )
3638 ( 0.357442 , 0.357157 )
3639 ( 0.287429 , 0.888881 )
3640 ( 0.429319 , 0.897848 )
3641 ( 0.656562 , 0.243864 )
3642 ( 0.541008 , 0.155444 )
3643 ( 0.0260738 , 0.390225 )
3644 ( 0.0338336 , 0.521671 )
3645 ( 0.444131 , 0.74678 )
3646 ( 0.18423 , 0.872058 )
3647 ( 0.560275 , 0.371528 )
3648 ( 0.162756 , 0.724935 )
3649 ( 0.287536 , 0.590374 )
3650 ( 0.257569 , 0.887679 )
3651 ( 0.519911 , 0.598817 )
3652 ( 0.160062 , 0.635866 )
3653 ( 0.217218 , 0.959445 )
3654 ( 0.895106 , 0.873434 )
3655 ( 0.517925 , 0.756717 )
3656 ( 0.235973 , 0.264675 )
3657 ( 0.121033 , 0.510526 )
3658 ( 0.198245 , 0.558615 )
3659 ( 0.562804 , 0.575139 )
3660 ( 0.899688 , 0.303545 )
3661 ( 0.935628 , 0.7404 )
3662 ( 0.8164 , 0.488857 )
3663 ( 0.455119 , 0.847307 )
3664 ( 0.282973 , 0.207212 )
3665 ( 0.502972 , 0.0388466 )
3666 ( 0.601007 , 0.475661 )
3667 ( 0.102518 , 0.736809 )
3668 ( 0.255997 , 0.151125 )
3669 ( 0.0183677 , 0.446369 )
3670 ( 0.848436 , 0.436939 )
3671 ( 0.377934 , 0.301256 )
3672 ( 0.0276068 , 0.0998687 )
3673 ( 0.55544 , 0.520145 )
3674 ( 0.602067 , 0.862851 )
3675 ( 0.500876 , 0.421505 )
3676 ( 0.914861 , 0.903734 )
3677 ( 0.126801 , 0.0500551 )
3678 ( 0.942437 , 0.0879791 )
3679 ( 0.823463 , 0.709728 )
3680 ( 0.367448 , 0.537818 )
3681 ( 0.864425 , 0.833027 )
3682 ( 0.392604 , 0.668453 )
3683 ( 0.763088 , 0.56517 )
3684 ( 0.0577734 , 0.410551 )
3685 ( 0.650856 , 0.546113 )
3686 ( 0.0609323 , 0.0550264 )
3687 ( 0.620371 , 0.311352 )
3688 ( 0.0728637 , 0.598692 )
3689 ( 0.530076 , 0.159817 )
3690 ( 0.506969 , 0.364872 )
3691 ( 0.0071519 , 0.767779 )
3692 ( 0.184041 , 0.23125 )
3693 ( 0.0638878 , 0.618786 )
3694 ( 0.82042 , 0.741674 )
3695 ( 0.446631 , 0.648623 )
3696 ( 0.8102 , 0.074706 )
3697 ( 0.313341 , 0.0115751 )
3698 ( 0.254923 , 0.758717 )
3699 ( 0.645486 , 0.896411 )
3700 ( 0.766942 , 0.880976 )
3701 ( 0.495548 , 0.662761 )
3702 ( 0.92617 , 0.606537 )
3703 ( 0.0216615 , 0.728519 )
3704 ( 0.60859 , 0.340148 )
3705 ( 0.843337 , 0.0509942 )
3706 ( 0.822523 , 0.439359 )
3707 ( 0.925264 , 0.902707 )
3708 ( 0.430893 , 0.809759 )
3709 ( 0.131405 , 0.825549 )
3710 ( 0.641367 , 0.101594 )
3711 ( 0.834118 , 0.331502 )
3712 ( 0.965634 , 0.584876 )
3713 ( 0.516854 , 0.862704 )
3714 ( 0.670411 , 0.461029 )
3715 ( 0.11632 , 0.297457 )
3716 ( 0.517041 , 0.215279 )
3717 ( 0.466046 , 0.297005 )
3718 ( 0.676342 , 0.293818 )
3719 ( 0.693892 , 0.232465 )
3720 ( 0.168046 , 0.923473 )
3721 ( 0.882661 , 0.251499 )
3722 ( 0.208899 , 0.551853 )
3723 ( 0.975404 , 0.243837 )
3724 ( 0.751026 , 0.954021 )
3725 ( 0.60243 , 0.742873 )
3726 ( 0.0647835 , 0.172211 )
3727 ( 0.830015 , 0.3057 )
3728 ( 0.278645 , 0.292848 )
3729 ( 0.717962 , 0.112569 )
3730 ( 0.0104646 , 0.217494 )
3731 ( 0.144518 , 0.470164 )
3732 ( 0.395132 , 0.977041 )
3733 ( 0.166028 , 0.866522 )
3734 ( 0.455076 , 0.783322 )
3735 ( 0.697909 , 0.43811 )
3736 ( 0.255203 , 0.770007 )
3737 ( 0.442738 , 0.541942 )
3738 ( 0.145881 , 0.329357 )
3739 ( 0.654476 , 0.149755 )
3740 ( 0.386323 , 0.44786 )
3741 ( 0.010241 , 0.588899 )
3742 ( 0.874089 , 0.959454 )
3743 ( 0.701704 , 0.70807 )
3744 ( 0.347939 , 0.8718 )
3745 ( 0.272486 , 0.345812 )
3746 ( 0.719163 , 0.648023 )
3747 ( 0.699095 , 0.787303 )
3748 ( 0.903098 , 0.819389 )
3749 ( 0.369725 , 0.700419 )
3750 ( 0.580074 , 0.480213 )
3751 ( 0.439543 , 0.0247363 )
3752 ( 0.312459 , 0.576727 )
3753 ( 0.359582 , 0.56213 )
3754 ( 0.873817 , 0.0404787 )
3755 ( 0.305375 , 0.436506 )
3756 ( 0.393126 , 0.289592 )
3757 ( 0.638262 , 0.108237 )
3758 ( 0.261488 , 0.754766 )
3759 ( 0.0112226 , 0.503583 )
3760 ( 0.895796 , 0.0557847 )
3761 ( 0.662753 , 0.166302 )
3762 ( 0.213756 , 0.425196 )
3763 ( 0.238282 , 0.0261654 )
3764 ( 0.0476506 , 0.071889 )
3765 ( 0.773658 , 0.630584 )
3766 ( 0.415548 , 0.457104 )
3767 ( 0.324202 , 0.186213 )
3768 ( 0.745911 , 0.699575 )
3769 ( 0.843219 , 0.798649 )
3770 ( 0.653715 , 0.00831437 )
3771 ( 0.50319 , 0.49831 )
3772 ( 0.321615 , 0.0925487 )
3773 ( 0.507636 , 0.668456 )
3774 ( 0.612983 , 0.806586 )
3775 ( 0.723682 , 0.884703 )
3776 ( 0.216633 , 0.93154 )
3777 ( 0.561939 , 0.867387 )
3778 ( 0.308203 , 0.825947 )
3779 ( 0.635688 , 0.238762 )
3780 ( 0.242857 , 0.784611 )
3781 ( 0.858872 , 0.20172 )
3782 ( 0.292762 , 0.757023 )
3783 ( 0.792476 , 0.654751 )
3784 ( 0.877159 , 0.396739 )
3785 ( 0.139656 , 0.689769 )
3786 ( 0.0742632 , 0.178224 )
3787 ( 0.838769 , 0.0840191 )
3788 ( 0.812085 , 0.246282 )
3789 ( 0.755147 , 0.382036 )
3790 ( 0.252738 , 0.827502 )
3791 ( 0.299242 , 0.100554 )
3792 ( 0.0888427 , 0.0933549 )
3793 ( 0.510032 , 0.238162 )
3794 ( 0.226865 , 0.9563 )
3795 ( 0.485006 , 0.260894 )
3796 ( 0.73659 , 0.211781 )
3797 ( 0.714184 , 0.610996 )
3798 ( 0.70329 , 0.219666 )
3799 ( 0.329549 , 0.387649 )
3800 ( 0.349784 , 0.360149 )
3801 ( 0.499767 , 0.433622 )
3802 ( 0.61757 , 0.64082 )
3803 ( 0.318433 , 0.875603 )
3804 ( 0.326255 , 0.011932 )
3805 ( 0.377335 , 0.243269 )
3806 ( 0.0498275 , 0.830244 )
3807 ( 0.00566343 , 0.882027 )
3808 ( 0.241415 , 0.96793 )
3809 ( 0.266378 , 0.885153 )
3810 ( 0.652 , 0.451825 )
3811 ( 0.509796 , 0.301797 )
3812 ( 0.578138 , 0.224437 )
3813 ( 0.255216 , 0.33476 )
3814 ( 0.0913687 , 0.0156569 )
3815 ( 0.999788 , 0.0787694 )
3816 ( 0.874064 , 0.656273 )
3817 ( 0.393495 , 0.433218 )
3818 ( 0.982525 , 0.697439 )
3819 ( 0.845978 , 0.669915 )
3820 ( 0.767691 , 0.672251 )
3821 ( 0.430141 , 0.147847 )
3822 ( 0.554814 , 0.600404 )
3823 ( 0.142351 , 0.572507 )
3824 ( 0.296645 , 0.503609 )
3825 ( 0.00658498 , 0.971917 )
3826 ( 0.939847 , 0.394734 )
3827 ( 0.0523348 , 0.401664 )
3828 ( 0.702571 , 0.453924 )
3829 ( 0.0665228 , 0.828379 )
3830 ( 0.517335 , 0.694333 )
3831 ( 0.558707 , 0.25475 )
3832 ( 0.905355 , 0.476393 )
3833 ( 0.170604 , 0.820296 )
3834 ( 0.755385 , 0.41307 )
3835 ( 0.979115 , 0.323508 )
3836 ( 0.730481 , 0.98591 )
3837 ( 0.54219 , 0.956453 )
3838 ( 0.643565 , 0.372074 )
3839 ( 0.125102 , 0.673975 )
3840 ( 0.689995 , 0.934083 )
3841 ( 0.582875 , 0.856419 )
3842 ( 0.180837 , 0.794612 )
3843 ( 0.752105 , 0.831284 )
3844 ( 0.91793 , 0.858426 )
3845 ( 0.732236 , 0.962817 )
3846 ( 0.452535 , 0.185124 )
3847 ( 0.543079 , 0.826055 )
3848 ( 0.231139 , 0.213565 )
3849 ( 0.200624 , 0.750664 )
3850 ( 0.97977 , 0.939753 )
3851 ( 0.808906 , 0.0996107 )
3852 ( 0.440876 , 0.735672 )
3853 ( 0.825388 , 0.502709 )
3854 ( 0.574825 , 0.646913 )
3855 ( 0.0391144 , 0.265645 )
3856 ( 0.989751 , 0.147859 )
3857 ( 0.230849 , 0.0565097 )
3858 ( 0.455111 , 0.948106 )
3859 ( 0.440439 , 0.385 )
3860 ( 0.22363 , 0.767301 )
3861 ( 0.598345 , 0.131369 )
3862 ( 0.484079 , 0.854189 )
3863 ( 0.889449 , 0.195644 )
3864 ( 0.884228 , 0.115673 )
3865 ( 0.363854 , 0.367327 )
3866 ( 0.492956 , 0.474451 )
3867 ( 0.36002 , 0.598284 )
3868 ( 0.548741 , 0.804912 )
3869 ( 0.927456 , 0.0814587 )
3870 ( 0.808816 , 0.27555 )
3871 ( 0.592062 , 0.492464 )
3872 ( 0.488448 , 0.237264 )
3873 ( 0.731538 , 0.235319 )
3874 ( 0.472734 , 0.935166 )
3875 ( 0.0204421 , 0.189775 )
3876 ( 0.763623 , 0.657754 )
3877 ( 0.67232 , 0.248186 )
3878 ( 0.844813 , 0.830827 )
3879 ( 0.621888 , 0.0646997 )
3880 ( 0.733738 , 0.0408985 )
3881 ( 0.911225 , 0.0988937 )
3882 ( 0.979851 , 0.0812396 )
3883 ( 0.604689 , 0.868345 )
3884 ( 0.678666 , 0.405991 )
3885 ( 0.852398 , 0.878146 )
3886 ( 0.72291 , 0.727308 )
3887 ( 0.384096 , 0.555547 )
3888 ( 0.0203942 , 0.433065 )
3889 ( 0.0567457 , 0.527495 )
3890 ( 0.87569 , 0.163551 )
3891 ( 0.718786 , 0.895015 )
3892 ( 0.956692 , 0.159121 )
3893 ( 0.1291 , 0.841977 )
3894 ( 0.457428 , 0.202992 )
3895 ( 0.556391 , 0.405394 )
3896 ( 0.456235 , 0.189483 )
3897 ( 0.120164 , 0.794037 )
3898 ( 0.257866 , 0.546825 )
3899 ( 0.224325 , 0.222027 )
3900 ( 0.137822 , 0.430313 )
3901 ( 0.886034 , 0.169249 )
3902 ( 0.0432418 , 0.370688 )
3903 ( 0.871873 , 0.165798 )
3904 ( 0.83964 , 0.600597 )
3905 ( 0.470781 , 0.410692 )
3906 ( 0.95492 , 0.152812 )
3907 ( 0.729322 , 0.0262891 )
3908 ( 0.448094 , 0.655521 )
3909 ( 0.0895155 , 0.526259 )
3910 ( 0.0809385 , 0.138419 )
3911 ( 0.244992 , 0.523208 )
3912 ( 0.961698 , 0.117099 )
3913 ( 0.683573 , 0.367632 )
3914 ( 0.828901 , 0.157172 )
3915 ( 0.228434 , 0.327871 )
3916 ( 0.961816 , 0.0220523 )
3917 ( 0.0684382 , 0.425989 )
3918 ( 0.675796 , 0.346962 )
3919 ( 0.428019 , 0.807177 )
3920 ( 0.386523 , 0.513779 )
3921 ( 0.227965 , 0.384156 )
3922 ( 0.791677 , 0.547684 )
3923 ( 0.57013 , 0.297156 )
3924 ( 0.394391 , 0.121879 )
3925 ( 0.524124 , 0.103115 )
3926 ( 0.355975 , 0.110677 )
3927 ( 0.306025 , 0.653099 )
3928 ( 0.161772 , 0.541941 )
3929 ( 0.582561 , 0.00898776 )
3930 ( 0.618512 , 0.795516 )
3931 ( 0.518232 , 0.622697 )
3932 ( 0.876162 , 0.579467 )
3933 ( 0.234678 , 0.726471 )
3934 ( 0.845743 , 0.329756 )
3935 ( 0.778009 , 0.834493 )
3936 ( 0.0410517 , 0.813002 )
3937 ( 0.299881 , 0.98926 )
3938 ( 0.996093 , 0.391875 )
3939 ( 0.557569 , 0.158534 )
3940 ( 0.406972 , 0.721178 )
3941 ( 0.948883 , 0.70734 )
3942 ( 0.242495 , 0.334505 )
3943 ( 0.994628 , 0.00595283 )
3944 ( 0.629727 , 0.323226 )
3945 ( 0.78311 , 0.287101 )
3946 ( 0.422332 , 0.737693 )
3947 ( 0.77537 , 0.60046 )
3948 ( 0.455244 , 0.278619 )
3949 ( 0.0245252 , 0.168894 )
3950 ( 0.452619 , 0.298172 )
3951 ( 0.919494 , 0.870928 )
3952 ( 0.425077 , 0.392302 )
3953 ( 0.323659 , 0.910324 )
3954 ( 0.934408 , 0.76688 )
3955 ( 0.669013 , 0.644538 )
3956 ( 0.74924 , 0.0301917 )
3957 ( 0.111754 , 0.748558 )
3958 ( 0.959256 , 0.386614 )
3959 ( 0.0345767 , 0.64721 )
3960 ( 0.145637 , 0.657063 )
3961 ( 0.934828 , 0.372087 )
3962 ( 0.322382 , 0.224339 )
3963 ( 0.605501 , 0.309647 )
3964 ( 0.200819 , 0.410466 )
3965 ( 0.849837 , 0.5326 )
3966 ( 0.531512 , 0.309786 )
3967 ( 0.34694 , 0.0870292 )
3968 ( 0.426532 , 0.452097 )
3969 ( 0.282603 , 0.507539 )
3970 ( 0.467993 , 0.306151 )
3971 ( 0.996888 , 0.275573 )
3972 ( 0.842208 , 0.483282 )
3973 ( 0.694823 , 0.536733 )
3974 ( 0.782432 , 0.610136 )
3975 ( 0.335013 , 0.691817 )
3976 ( 0.776019 , 0.351217 )
3977 ( 0.124661 , 0.0904135 )
3978 ( 0.550837 , 0.176884 )
3979 ( 0.130656 , 0.749381 )
3980 ( 0.170091 , 0.0106292 )
3981 ( 0.229628 , 0.87281 )
3982 ( 0.608768 , 0.77297 )
3983 ( 0.719977 , 0.384681 )
3984 ( 0.0719626 , 0.209007 )
3985 ( 0.886804 , 0.203952 )
3986 ( 0.427181 , 0.59508 )
3987 ( 0.833347 , 0.376186 )
3988 ( 0.277702 , 0.639672 )
3989 ( 0.966812 , 0.0739901 )
3990 ( 0.257356 , 0.99173 )
3991 ( 0.35377 , 0.144343 )
3992 ( 0.668453 , 0.733706 )
3993 ( 0.0495159 , 0.988078 )
3994 ( 0.274428 , 0.24653 )
3995 ( 0.719752 , 0.646092 )
3996 ( 0.901199 , 0.493778 )
3997 ( 0.197825 , 0.0217535 )
3998 ( 0.337296 , 0.588039 )
3999 ( 0.994315 , 0.319647 )
